"Case Name","Description","Attorney / Staff Member","Status / Next Steps","Document Type","Deadline","Documents","Lead Plaintiff Counsel?","Status","Tier","Last Updated"
"King et al v. The Southern Poverty Law Center, Inc., 2:20-cv-00120 (M.D. Ala.)","King and the Dustin Inman Society (Georgia Nonprofit) sued SPLC. Around the same time, Defendant SPLC issued an annual “Intelligence Report” of hate groups and for the first time classified Defendant DIS as an “anti-immigrant hate group”. The “hate map” that was distributed March 2018 that included Plaintiff DIS as an “anti-immigrant hate group.” Represented by James Robert McKoon, Jr. of Mckoon & Gamble, 334-297-2300, <br />jrmckoon@aol.com","Dale Wilcox","2/20/2020 Complaint (blank); 4/13/20 Amended Complaint (actual); 5/18/20 D's Motion to Dismiss for failure to state a claim; 5/19/20 Order; 6/9/20 P's Response; 6/16/20 Reply Brief for FTSC; 7/30/21 SPLC atty motion to withdraw as attorney; 3/29/22 FINAL JUDGMENT: In accord w/memo opinion and order - case DISMISSED w/o prejudice. The Clerk is DIRECTED to enter this document on the civil docket as a Final Judgment pursuant to Rule 58 of the Federal Rules of Civil Procedure.","","","","No","Prospective","","03/30/2022 1:30pm"
"Kinsley v. Blinken, U.S. DOS, 1:21-cv-00962 (D.D.C.)","Hundreds of visa hopefuls sued the U.S. Department of State in Washington, D.C., federal court on Wednesday, saying the department has illegally enacted a ""total, inescapable ban"" by halting visa processing for individuals subject to COVID-19 restrictions on entry.<br /><br /> ","","4/7/21 Complaint; 4/16/21 Amended complaint; 5/21/21 Minute Order; 6/2/21 Notice of Dismissal by all Ps; 6/11/21 P's MOTION for Prelim. Injunct., SJ Motion; 6/14/21 Set/Reset Deadlines: Motions due 6/11, X-Motions due 6/22, Response to X-Motions due 7/7, Reply to X-Motions due 7/16; 7/17/21 REPLY to opposition to motion; 8/25/21 MINUTE ORDER: The Court ORDERS that by August 30, 2021, the parties shall file a Joint Status Rpt; 10/5/21 Court: 1) dismissed as moot the P's claims who had adjudicated visas, 2) dismiss P's claims for lack of standing, 3) dismiss for lack of standing the claims of the assoc. Ps petitioning for nonimmigrant visas. Remaining Ps, the Court granted SJ Motion, Denied Ds’ Motion to Dismiss & SJ Motion;","","","","No","Prospective","","10/06/2021 3:56pm"
"K.O., et al. v. Sessions, 20-5255 (D.C. Cir.), 1:20-cv-00309/18-40149 (D. Mass.)","Civil suit for damages - family separation. ","CJH; JMM","Pltfs filed Amended Cmplt 1/29/19; Defs filed MTD Amended Complaint 3/8/19; Pltfs filed Opp to MTD 4/8/19; Defs filed Reply 5/8/19; Pltfs filed Mtn Leave to file Second Amended Cmplt 5/14/19; Hearing on Defs' MTD, Pltfs' Mtn Leave to File Second Amend Cmplt held 6/17/19, Ct took under advisement; Defs filed Ntc Supp Auth Re Second MTD 10/4/19; Pltfs' Response to Supp Auth filed 10/8/19; Pltfs' Ntc Supp Auth filed 11/7/19; Defs' Response filed 11/8/19; Pltfs' Ntc Add'l Relevant Facts and Evidence filed 11/20/19; Defs' Response filed 11/21/19; 2/3/2020 Case transferred to DC; 4/3/2020 MINUTE ORDER concerning status hearing. It is hereby ORDERED status hearing scheduled for April 7, 2020 by telephone as scheduled; 4/7/2020 Supplemental brief due 5/7/2020. Response to Supplemental Brief due 5/21/2020; 7/29/22 Court affirmed: SILBERMAN, Senior Circuit Judge, concurring: agree w/majority’s holding, but I would include as a reason to deny a Bivens action that the Ps in this case had an alternative remedy for damages under the Federal Tort Claims Act (“FTCA”); <br /><br />5/22/2019 IRLI filed Amicus Brief in Suppt of Defs' MTD Amended Cmplt ","Supplemental brief due 5/7/2020. Response to Supplemental Brief due 5/21/2020","","","No","Active","","07/29/2022 12:27pm"
"Kravitz, et al. v. U.S. Dep't Commerce, et al., 8:18-01041 (D.MD) / 19-1387 (4th Cir.)","*Lead Case in DistCt - consolidated with La Union del Pueblo Entero, 19-1382, 18-01570 (See La Union for updates in 4th Cir. case)<br /><br />Challenge to the census citizenship question based on equal protection","MMH; CJH","Ct denied MTD 11/9/18 (Ct also denied Mtn Depose Kobach and Bannon); MSJ filed 11/12/18; Mtn Reconsideration filed 11/14/18; Bench Trial held 2/21/19; On 4/5/19, Ct found in favor of Pltfs, enjoining Defs from including the citizenship question on the 2020 Census; Defs filed Notice of Appeal to 4th Cir. 4/8/19; 4th Cir. consolidated with La Union 4/12/19 (and indicated La Union as Lead Case in 4th Cir.); On remand - Pltfs' Emergency Mtn Prelim Injunc filed 6/26/19; DistCt granted Pltfs' Mtn Expedite 6/27/19; DistCt Order Perm Enjoining Defs from including citizenship question on 2020 census 7/16/19<br /><br />IRLI filed Amicus Brief 9/21/18 in DistCt in Suppt of Defs' MTD<br /><br />*IRLI closed file as of 7/26/19","","","","No","Archive","","07/26/2019 3:18pm"
"Kridi v. Koumans, 0:21-55110 (9th Cir)","•	The question before the district court was whether 8 U.S.C. § 1255(c)(2) bars an alien from adjusting his status to lawful permanent resident when he entered the U.S. illegally and was later granted TPS.  <br />•	The court granted the plaintiff’s motion for summary judgement, finding that the statute does not bar adjustment of status from TPS to LPR.<br />","Matt Crapo","2/10/21 Complaint; 3/10/21 Mediation for 3/18; 3/22/21 This appeal is stayed until August 16, 2021. On or before August 16, 2021, counsel for appellants shall provide a status report by email to the Circuit Mediator; 1/19/22 Order: Granted unopposed motion to vacate and remand in light of the Supreme Court's decision in Sanchez v. Mayorkas, 141 S. Ct. 1809 (2021). district court's December 7, 2020 judgment is vacated. We remand with instructions for the district court to dismiss the underlying action. VACATED and REMANDED; <br /><br />9th Circuit: 3/22/21 This appeal is stayed until August 16, 2021. On or before August 16, 2021, counsel for appellants shall provide a status report by email to the Circuit Mediator (robert_kaiser@ca9.uscourts.gov). Counsel are requested to include the Ninth Circuit case name and number in the subject line. The status report should not be filed with the court; 12/3/21 Unopposed Motion for miscellaneous relief, Vacate and remand with instructions to dismiss; 3/14/22 Mandate Issued: ","","","","No","Archive","","03/29/2022 10:47am"
"Kuang, et al. v. U.S. Dep't Defense, et al., 3:18-03698 (U.S.D.C. N.D.CA) / 0:18-17381 (9th Cir.)","Challenge to DOD policy requiring stringent background checks for LPRs to join the military","","DistCt Order granting class certification and denying MTD 11/16/18; Order granting Defs' Mtn Stay Proceedings pending appeal 4/15/19;<br />9th Cir.: Appellants' Brief filed 1/14/19; Appellees' Answer Brief and Mtn to Take Jud Ntc of excerpt from Official Transcript of Day 3 of trial in Tiwari v. Mattis, No. C17-00242-TSZ filed 2/8/19; Appellants' Reply Brief filed 3/1/19; Oral Argument held, 9th Cir. Vacated PI, Remanded case with instruction to dismiss 5 USC claim 7/2/19; Def-Appellants' Deadline to File Response to Pltf-Appellees' Pet'n Rehearing En Banc until 10/16/19<br /><br />IRLI to continue to monitor in DistCt<br />","","","","No","Prospective","2","10/10/2019 3:55pm"
"La Clinica De La Raza, et al. v. Trump, et al., 4:19-04980 (N.D. Cal.)","Nonprofits aim to block Trump policy - “Public Charge” Regulation. ","","Complaint for Injunctive and Declaratory Relief filed 8/16/19; Judicial Referral for Purpose of Determining Relationship with City and County of San Francisco v. Dep't Homeland Security, 19-cv-4717; Pltfs' Mtn Prelim Injunc filed 9/4/19; Defs' Response filed 9/16/19; Plts' Reply filed 9/20/19; Hearing on PI held, Ct granted Pltf Prelim Injunc 10/11/19; 10/16/20 D's OPPOSITION/RESPONSE, Orders denying motions for leave to file amicis; 11/25/20 Judge revives Succession Claim In Public Charge Suit; <br /><br />8/20/19 - emailed to Chris to consider; IRLI to watch for Defs' appeal of PI by 12/11/19","","","","No","Prospective","2","11/30/2020 1:20pm"
"Lama v. Wilkinson, 19-71375 (9th Cir.)"," Ninth Circuit revived a Nepalese national's bid for asylum Wednesday after finding that an immigration appellate board had unreasonably determined the man could avoid retaliation for his political activities by moving to another part of Nepal.<br /><br /> BIA provided no evidence that Lama could return to Chitwan now, the Ninth Circuit found that the board had ""misapprehended"" the record. The BIA had overlooked a 2016 letter from Lama's Chitwan-based uncle warning him not to return — evidence that flew in the face of the BIA's contention that the record didn't show Chitwan was unsafe for Lama. Case sent back to BIA<br /><br /> ","","6/3/2019 9 Cir appeal.; 6/3/2020 Barr Answer Brief; 8/24/20 Reply; 2/24/21 9th sent back to BIA; ","","","","No","Prospective","","02/26/2021 10:52am"
"La Posta Band of Diegueno Mission Indians of the La Posta Reservation v. Trump, 3:20-cv-01552 (S.D. Cal.)","Trump's Wall Desecrates Sacred Burial Grounds, Tribe Says in California. ","Larry Joseph, CHH","8/11/20 Complaint; 8/12/20 NOTICE OF RELATED CASE(S) by La Posta Band of Diegueno Mission Indians of the La Posta Reservation of case(s) 3:17-cv-01215-GPC-WVG; 8/13/20 Ex Parte Motion for TRO; 8/14 Ex Parte Motion for TRO; 8/21 Response to Motion for TRO, Prelim. Injunct.; 8/25 Reply; 8/26 Hrg; 9/11 ORDER Denying W/O Prejudice Motion for Temp TRO; 9/29 Joint Motion to Stay Proc.'s; 9/30 Order; 11/24 P's MOTION for Preliminary Injunction; 11/27 Amended complaint w/Notice of document discrepancies; 1/13/21 ORDER Granting Motion to Reschedule Preliminary Injunction Hearing. 1. hearing for Ps' second motion for preliminary injunction 3/25, 2. briefing schedule for D's response to Plaintiffs amended complaint is suspended pending further order of the Court, 3. The parties joint status report due 3/5; 3/5/21 Status rpt, request to Postpone 3/25 Prelim Injunct. Hrg; 3/9/21 Order Granting Joint Request to Stay and Vacate March 25, 2021 Preliminary Injunction Hearing; 4/30/21 NOTICE of Decision by the Department of Defense to Cancel All Border Wall Projects Undertaken Pursuant to 10 U.S.C. 284; 6/11/21 NOTICE of Completion of Border Wall Plans by DOD & DHS; 3/7/22 ORDER: parties ordered to submit a Status Report 4/18 re need to further stay this case and settlement negotiations to date; 4/18/22 Status Rpt; 6/15/22 Status rpt;","JSR","07/15/2022","","No","Active","","06/20/2022 12:06pm"
"Las Americas Immigrant Advocacy Center v. Wolf, et al., 1:19-03640 (U.S.D.C. D.D.C.)","Challenge to Prompt Asylum Claim Review program (“PACR”) and the Humanitarian Asylum Review Process (“HARP”) claiming that the new programs effectively deny all access to counsel and third parties, and therefore, all but guarantee that many asylum seekers will be erroneously sent back to countries where they face danger and that, as a result, some of them will be killed or endure horrific violence. Plaintiff claims that this case seeks to ensure that those fleeing persecution and torture in their home countries have a fair opportunity to apply for asylum and other protection in the United States","","Amended Complaint filed 12/5/19","","","","No","Prospective","2","12/10/2019 2:17pm"
"La Union del Pueblo Entero v. Ross, et al., 0:19-01382 (4th Cir.) / 18-01570 (D.MD) and Kravitz, et al. v. U.S. Dep't Commerce, et al., 8:18-01041 (D.MD)","*Lead Case in 4th Cir. - consolidated with Kravitz, et al. v. U.S. Dep't Commerce, et al., 19-1387 (4th Cir.) / 8:18-01041 (D.MD) / 18-01041 and La Union v. Ross 19-01425 (See Kravitz for updates in DistCt)<br /><br />Challenge to the census citizenship question based on equal protection","MMH; CJH","Ct denied MTD 11/9/18 (Ct also denied Mtn Depose Kobach and Bannon); MSJ filed 11/12/18; Mtn Reconsideration filed 11/14/18; Bench Trial held in Kravitz 2/21/19; On 4/5/19, Ct found in favor of Pltfs, enjoining Defs from including the citizenship question on the 2020 Census; Defs filed Notice of Appeal to 4th Cir. 4/8/19; 4th Cir. consolidated with Kravitz 4/12/19<br />4th Cir.: Ct granted in part, Defs' Mtn Place Case in Abeyance and Expedite Brfg 5/29/19 (appeal concerning Census Act, APA, and Enumeration Clause in abeyance pending decision in S. Ct. census case); In Re Pltf-Appellee's Fifth Amendment Equal Protection Claim - Appellees' Opening Brief filed 6/5/19; Appellants' Response Brief filed 6/19/19; 4th Cir. granted Appellees' Mtn Remand for Limited Purpose 6/25/19; Appellees' Reply Brief filed 6/26/19; 4th Cir. granted Parties' Mtn Suspend Brfg, Remove from Argument Calendar 6/28/19<br /><br />IRLI filed Amicus Brief 9/21/18 in DistCt in Suppt of Defs' MTD; IRLI not involved in 4th Cir. Appeal<br /><br />*IRLI closed file as of 7/17/19","","","","No","Archive","","09/15/2020 12:05pm"
"Lawyers for Civil Rights v. U.S. CIS, 1:20-cv-11777 (D. Mass.) ","Trump Admin. Sued For Withholding 'Public Charge' Docs. Allege federal immigration officials for allegedly stonewalling its request for records about a leaked draft of the government's ""public charge"" rule that has scared immigrants away from using welfare benefits to which they are entitled. FOIA. <br /><br />","","9/29/20 Complaint; 11/20/20 Order; 12/4/20 D's Answer; 2/26/21 sched. conf 4/1; 3/30/21 Order Schedule conf 5/21; 5/17/21 SCHEDULING ORDER - 1) USCIS to file Motion for Partial SJ by 6/16, 2) LCR to file Opp & Motion for Partial SJ by 7/16, 3) USCIS to file Opp to LCRs Motion for Partial SJ by 8/6; 7/16/21 Stmt of facts for prelim injunction, Opp to motion, Response; 8/6/21 Response; 9/3/21 MOTION Reply in Support of Motion for Partial SJ; 9/8/21 REPLY to Response to partial SJ MOTION; 6/17/22 Hrg for partial SJ 6/22; 6/23/22 Notice of filing; 7/6/22 Memo in support of Partial SJ; ","","","","No","Prospective","","07/08/2022 2:18pm"
"Lazaro Larios v. Attorney General United States, 0:19-ag-02594 (3rd Cir.)"," A Third Circuit panel reversed an order categorically barring a Salvadoran man from deportation relief, ruling that his knife threats against a man he believed was robbing him did not constitute a crime involving moral turpitude. Court said ""do not rise to the level of depraved or extreme indifference to the risk of causing serious bodily injury or death."" Background: El Salvador in 1986, Larios pleaded guilty under a New Jersey terrorism threat statute for pulling a knife on a man who approached him at a bar. The federal government sought to deport him in 2006, determining that his crime made him ineligible for relief from deportation.<br /><br />","","7/10/20 Complaint; 10/14/20 Remanded back to BIA; ","","","","No","Archive","","06/04/2021 12:41pm"
"Leaford Codner et al v. Choate et al  20-cv-01050-PAB","4-15-2020 Magistrate Judge Kristen L. Mix released 8 HIV+ women from ICE detention. Case re-assigned to Chief Judge Philip A. Brimmer<br />4-14-2020 Complaint for Injunctive and Declaratory Relief. Demand release of illegal aliens from Detention centers due to COVID-19. 9/15 plaintiffs HIV+. Habeas Corpus INA","","Watching ","","","","No","Prospective","","04/16/2020 3:54pm"
"League of Women Voters of the USA v. Newby, 16-cv-236 (D.D.C.) / 16-5196 (D.C. Cir.)","Activist APA lawsuit against the EAC and its Executive Director for amending federal form","DLW; JMM; Co-counsel/Lead was Kris Kobach, Kansas Secretary of State","EAC answered court ordered questions on whether ED authorized to issue letters to states Re changes in forms under 2015 policy; Briefing complete; Awaiting decision; Judgment entered Sep 26, 2016 - Dist denial of PI reversed; Status quo ante must be restored - No citizenship proof<br /><br />*IRLI closed file as of 2/6/19","","","","No","Archive","",""
"Lesnik v. Eisenmann SE et al, 5:16-cv-01120 (N.D. Cal.)","Visa Fraud B-1 foreign workers instead of H2-B visas for Tesla Manuf. Plant. Allege False Claims act, etc. May be Sub. Mtr & jurisdictional issues for Pltfs. ","","3/7/16 complaint; 4/17/19 case closed; 10/30/19 Re-opened; Govt supports Pltfs; 3/5/20 Notice to voluntarily remove specific D's; 5/14/20 Case Mgmt conf. 7/29/20; 6/26/20 Motion to file under seal; 7/16/20 Set deadlines, hearings CMC 9/2/20; 8/24/20 Amended Motion for Default J; 8/26/20 Notice of voluntary dismissal","Case Management Conference","09/02/2020","","No","Prospective","","08/27/2020 10:43am"
"Levi, Ray & Shoup, Inc. v. U.S. DHS, 1:21-cv-00487 (D.D.C.)","Software Provider Says Feds Misapplied Visa Requirement. L-1B temporary work visas require applicants to possess ""specialized knowledge"" related to a company's products or services, and they are intended for employees of multinational businesses seeking to bring workers from overseas offices to aid with U.S. operations. Dispute as to whether company provided evidence of specialized knowledge. <br /><br />","","2/25/21 Complaint; 3/1/21 Standing Order; 6/20/21 ORDER TRANSFERRING CASE to the C.D. Ill.: Upon consideration of Ds' consent motion to transfer and for extension of time to file an answer or otherwise respond to the complaint, Dkt.13 , it is hereby ORDERED that the motion is GRANTED. Case TRANSFERRED pursuant to 28 U.S.C. § 1404(a); ","","","","No","Prospective","","06/22/2021 6:10pm"
"Ligay v. U.S. ICE, et al., 1:19-04953 (U.S.D.C. N.D.IL)","Claiming false imprisonment and negligent and intentional infliction of emotional distress filed against ICE and CBP, under the Federal Tort Claims Act - On 2/6/18, ICE and CBP detained Ms. Ligay after concluding that she was an applicant for admission, also known as an “arriving alien,” who was inadmissible because she obtained her lawful resident status by fraud, and was thus ineligible for release from ICE custody and placed in removal proceedings. ICE released her after an Immigration Judge ordered her release on 3/7/18. During her period of ICE detention, Plaintiff claims to have suffered loss of income and extreme emotional distress that interfered with her concentration and studies for the U.S. Medical Licensing Exam","","Complaint filed 7/23/19; Defs' Answer to Cmplt filed 11/14/19; Status hearing set for 12/18/19<br /><br />10/16/19 - emailed to Chris to consider; 10/21/19 - emailed to Mike to review and determine IRLI interest for participation","","","","No","Prospective","2","11/18/2019 12:49pm"
"Linkpro Technologies, Inc. v. U.S. CIS, 1:19-00731 (U.S.D.C. D.D.C.)","Judicial Review of Agency Actions<br /><br />*Related case is ITServe Alliance, Inc. v. U.S. CIS,  1:18-02350  ","","*See current Briefing Schedule in ITServe Alliance, Inc. v. USCIS for status updates<br /><br />Complaint filed 3/15/19","","","","No","Prospective","2","04/29/2019 10:31am"
"LIU v. WOLF et al (1:20-cv-00704)","Courts > District Of Columbia District Court<br />Filed: Mar 11, 2020<br />Nature of Suit: Immigration - Other Immigration Actions<br />Cause: 05:0701 Judicial Review of Agency Decision","","","","","","No","Prospective","","04/10/2020 12:37pm"
"Logic Loops, LLC v. U.S. CIS, 1:19-00551 (U.S.D.C. D.D.C.)","Judicial Review of Agency Actions<br /><br />*Related to case ITServe Alliance, Inc. v. U.S. CIS, 1:18-2350","","*See current Briefing Schedule in ITServe Alliance, Inc. v. USCIS for status updates<br /><br />Complaint filed 2/28/19","","","","No","Prospective","2","04/29/2019 10:22am"
"Londono-Gonzalez v. Barr, 18-1454 (SCt)","Petitioner was ordered removed from the U.S. in 2000 and moved to reopen his removal proceeding in 2016. An immigration judge denied his motion, the BIA affirmed, and the court of appeals denied a petition for review in part and dismissed it in part for lack of jurisdiction. The court concluded that whether petitioner acted with the requisite<br />diligence to warrant equitable tolling of the statutory deadline for filing a motion to reopen, (see 8 U.S.C. 1229a(c)(7)(C)(i)), is not a question of law reviewable by a court of appeals under 8 U.S.C. 1252(a)(2)(C)-(D). The same question has been presented in Guerrero-Lasprilla v. Barr, No. 18-776 and Ovalles v. Barr, No. 18-1015","","Pet'n for Writ Certiorari filed 5/20/19; Respondent's Brief filed 7/22/19; Distributed for Conf of 10/1/19","","","","No","Prospective","2","09/24/2019 2:33pm"
"Lopez-Aguilar, et al. v. State of Indiana, et al., 16-02457 (U.S.D.C. S.D.IN) / 0:18-01050 (7th Cir.)","The State of Indiana, a proposed intervenor, is appealing the denial of its intervention and a Stipulated Order the Southern District of Indiana entered declaring that detainer compliance violates the Fourth Amendment","CJH","Oral argument heard 9/7/18, 7th Cir. reversed and remanded to DistCt 5/9/19 concluding that the DistCt erred in its denial of the State’s Mtn Intervene. In its decision, 7th Cir. noted that the Stipulated Jdgmt would directly impair Indiana’s ability to protect its substantial interest in cooperating with federal immigration enforcement efforts and concluded that the DistCt’s interpretation of the statute significantly restricted the statute’s vitality. It found that Indiana demonstrated it “suffered a cognizable injury sufficient for standing to appeal.” 7th Cir. also found that the Injunction’s terms obliged “the Sheriff’s Department of Indiana’s most populous county to disregard what the State believes is a legislative command to cooperate with the federal government.” Pltfs filed Statement of Position on Remand 7/18/19; Def State of Indiana filed Statement of Position 7/19/19; Defs filed Stip of Dismissal 9/30/19<br /><br />IRLI filed Amicus Brief 3/16/18 in 7th Cir. Suppt Def Indiana<br /><br />*IRLI closed file as of 10/9/19","","","","No","Archive","","10/09/2019 3:00pm"
"Lopez-Aguilar v. Barr, 0:17-73153 (9th Cir.)","9th Cir. panel ruling that a Guatemalan man could be deported based on an Oregon robbery conviction - Plaintiff came to U.S. at the age of 3, obtained a green card in 2001. Was convicted of third-degree robbery in 2014 and sentenced to 13 months in prison. An immigration judge ruled that his state conviction was an aggravated felony and made him deportable under the INA - the BIA agreed that the state conviction was for a theft offense under the INA but noted that his conviction was not for a ""crime of violence"" under the act","","Oral argument held 3/5/19, Ct entered Jdgmt in favor of Def, denying petition for review, Pltf is removable for having committed aggravated felony; Ct withdrew 4/23/19 Opinion, and therefore denied Pltf's Pet'n for Rehearing En Banc 8/29/19 - Ct to file new opinion; 1/28/20 filed opinion; 4/28/20 Case closed. ","","","","No","Prospective","2","05/07/2020 3:26pm"
"Lorsiv Technologies, Inc. v. U.S. CIS, 1:19-00542 (U.S.D.C. D.D.C.) ","Judicial Review of Agency Actions<br /><br />*Related case ITServe Alliance, Inc. v. USCIS, 1:18-02350","","*See current Briefing Schedule in ITServe Alliance, Inc. v. USCIS for status updates<br /><br />Complaint filed 2/28/19","","","","No","Prospective","2","04/29/2019 10:23am"
"Lucas R., et al. v. Azar, et al., 2:18-05741 (C.D. Cal.)","Civil Rights Challenge to Trump Immigration Enforcement Orders<br /><br />*Related cases are Flores v. Meese, 85-04544 and Franco-Gonzalez v. Napolitano, 10-02211","","6/29/2018 Complaint; First Amended Complaint filed 9/7/18; Pltfs' Motion for Prelim Injunc denied 9/10/18; Defs' Answer to Amend Cmplt filed 1/9/19; Ongoing Settlmt and Mediation attempts; Trial set for 7/28/20; 1/28/21 Order on Appl. to Seal; 2/18/21 Scheduling Order: Bench Trial set for 10/12/2021, Final Pretrial Conference set for 9/14/2021; 4/20/21 Order for hrg 5/7; 4/30/21 Hrg 5/14; 5/10/21 Order Joint Status Rpt 5/28; 8/4/21 ORDER APPROVING NEW PRETRIAL AND TRIAL DATES PURSUANT TO JOINT STATUS REPORT, trial 5/3/22; 1/27/22 Joint REQUEST for Order for DECISION ON CROSS-MOTIONS FOR PARTIAL SUMMARY J; 1/27/22 P's Joint REQUEST for Order for DECISION ON X-MOTIONS FOR PARTIAL SJ; 2/1/22 Joint REQUEST for Ruling PURSUANT TO L.R. 83-9.4 TO ESTABLISH INTENDED DECISION DATE ON X-MOTIONS FOR PARTIAL SJ: 3/11/22 Order: parties' X SJ motion denied as moot; 4/2/22 Supp. stmt to proposed order; 7/22/22 Joint STIPULATION to Continue PRETRIAL AND TRIAL SCHEDULE; 7/25/22 Trial 5/23/23; 8/5/22 REQUEST for Ruling PARTIES PROPOSED PRELIM INJUNCTIONS RE SJ CROSS-MOTIONS; 8/30/22 PRELIMINARY INJUNCTION by Judge Dolly M. Gee;","","","","No","Prospective","2","08/31/2022 2:01pm"
"L.V.M v. Lloyd, et al., 18-01453 (U.S.D.C. S.D.NY)","Petition for Writ of Habeas Corpus (Federal) - Children in detention centers","","Complaint filed 2/16/18; Pltf's Mtn Prelim Injunc filed 5/9/18; Defs filed MTD 5/14/18; Ct granted in part, denied in part Pltf's Mtn Prelim Injunc, denied Defs' MTD 6/27/18; Defs' Answer to Cmplt filed 7/25/18; Ongoing discovery issues","","","","No","Prospective","2","06/20/2019 11:54am"
"MadKudu Inc. v. U.S. CIS, 5:20-cv-02653 (N.D. Cal.)","Proposed class action alleging the agency erroneously denies H-1B visas to market research analysts. Allegations involve common questions of law about whether USCIS engaged in a systemic pattern of unlawful decision-making, a California federal judge has ruled. Companies: Madkudu, Inc. & Quick Fitting, Inc. Plaintiffs misfiled APA claims and their records were sealed as result. <br /><br />","John Miano","4/16/20 Complaint; 7/20/20 Amended Complaint; 9/9/20 Hearing on Renewed Motion for Class Certification remains as previously set for 10/27/2020; 9/14/20 Order denying motion to sever; 9/28/20 Answer to Amended Compl.; 9/29/20 Opp./Response; 10/22/20 Response to Reply; 1/15/21 Order ext. to 1/29/21; 1/29/21 Stipulation w/ proposed Order; 2/2/21 Motion Hrg set for 3/9, Responses due 2/16, Replies due 2/23; 3/15/21 SJ Motion; 4/6/21 Order Motion Hrg 6/15/21; 4/30/21 ORDER RE STIPULATION TO REVISE BRIEFING SCHEDULE: Status Conf. 6/8, Joint Status Rpt due 6/1; 7/27/21 Matter is stayed. All pending dates are tolled. Parties are to file the motion for preliminary approval of class settlement no later than 8/20; 8/20/21 STIPULATION WITH PROPOSED ORDER re 83 Status Conference,,64 First MOTION to Amend/Correct Order on Motion to Certify Class with P&As by Cuccinelli, U.S.CIS; 8/27/21 D's Amend doc; 8/30/21 ORDER Joint Motion for Prelim. Approval of Settlement and Request for Fairness Hearing on 10/19; 10/19/21 Order Approve parties settlement agreement; 10/22/21 NOTICE of Voluntary Dismissal; ","ORDER Joint Motion for Prelim. Approval of Settlement and Request for Fairness Hearing","10/19/2021","","No","Active","","10/25/2021 3:18pm"
"Make the Road New York v. Wolf (McAleenan), 19-5298 (D.C. Cir.), 1:19-02369 (D.D.C.)","Administrative Procedure Act - challenging Trump Admin announcement of ""expedited removal"". Plaintiffs, three membership-based community organizations brought this case on behalf of their members who face the threat of immediate deportation, despite the ties they have developed to the U.S. and possible claims that they should not be deported at all","CJH;","Amended Complaint filed 9/20/19; Ct granted Pltfs' Mtn PI 9/27/19; Defs' Response to Cmplt due 12/10/19; Defs appealed PI Order 10/25/19;<br />DC Cir.: Ct granted Mtn Expedite Appeal - Appellants' Brief due 12/20/19; Appellees' Brief due 1/24/20; Appellant Reply Brief due 2/14/20; Oral Argument to be set for February 2020; 3/6/2020 ORAL ARGUMENT HELD; 4/7/20 RESPONSE filed; 6/23/20 Trump admin can broaden the scope of fast-tracked deportation proceedings while a lawsuit challenging the policy continues, U.S. DHS has the ""sole and unreviewable"" discretion to make changes to expedited removals; 8/6/20 PER CURIAM ORDER Granting appellees' motion for a 280 day ext., petition for rehearing and/or rehearing en banc due 9/4/2020; 9/22/20 Panel refused to block Trump Admin.; 2/5/21 P's request court not to pause case; <br /><br />IRLI filed Amicus Suppt Appellants' Brief 12/27/19","Petition for rehearing and/or rehearing en banc due 9/4/20","09/04/2020","","No","Active","","02/08/2021 12:33pm"
"Manzanita Band of Kumeyaay Nation v. Wolf, 1:20-cv-02712 (D.D.C.)"," San Diego Tribes Say Mexican Border Wall Curtails Cultural Practices.","Larry Joseph, CHH?","9/23/20 Complaint and decl. relief; 9/28/20 Minute Order; 10/5/20 Memo in Opp.; 10/7/20 D's Reply in Opp.; 11/9/20 NOTICE OF APPEAL TO DC CIRCUIT COURT; 11/24/20 Split decision, Motion to Stay, DHS appeal; 4/15/21 p & D have filed dismissal; 4/30/21 NOTICE of Decision by the Department of Defense to Cancel All Border Wall Projects Undertaken Pursuant to 10 U.S.C. 284 and 10 U.S.C. 2808; 6/11/21 DOD & DHS border wall plans; 7/6/21 MINUTE ORDER status Rpt due 12/1, Conf. 12/6; 11/15/21 Notice of Hrg 12/6; 12/10/21 Minute Entry for proceedings; 2/10/22 JSR; 2/11/22 MINUTE ORDER: parties are hereby ORDERED to file on or before March 25, 2022 either (1) a joint stipulation of dismissal, or (2) a motion to amend and supplement the pleadings to account for factual and legal developments since this matter was stayed; 2/14/22 Set/Reset Deadlines: Joint stipulation of dismissal or supplemental briefing due by 3/25; 3/25/22 Ps' Unopposed MOTION to Dismiss; ","Set/Reset Deadlines: Joint stipulation of dismissal or supplemental briefing due by 3/25","","","No","Active","","03/28/2022 11:25am"
